Event Title,Venue Name,Venue Address,Venue Area,Interest,Event Main URL,Tickets URL,Event Image URL,Start Time,End Time,Contact,Speaker,Event Description
"Welcome & Intro","National Press Club","529 14th St NW, Washington, DC 20045","",General,"https://www.governmentblockchainfoundation.org","","","","9:00 AM","9:10 AM","", "Gerard Dache",""
